id,name_1,img_route_1,cloth_category_1,cloth_subcategory_1,patron_1,sleeve_1,skirt_1,neckline_1,material_1,fit_1,isCold_1,isRainy_1,isWet_1,isTempered_1,isHot_1,nota_1,name_2,img_route_2,cloth_category_2,cloth_subcategory_2,patron_2,sleeve_2,skirt_2,neckline_2,material_2,fit_2,isCold_2,isRainy_2,isWet_2,isTempered_2,isHot_2,nota_2,name_3,img_route_3,cloth_category_3,cloth_subcategory_3,patron_3,sleeve_3,skirt_3,neckline_3,material_3,fit_3,isCold_3,isRainy_3,isWet_3,isTempered_3,isHot_3,nota_3,name_4,img_route_4,cloth_category_4,cloth_subcategory_4,patron_4,sleeve_4,skirt_4,neckline_4,material_4,fit_4,isCold_4,isRainy_4,isWet_4,isTempered_4,isHot_4,nota_4,name_5,img_route_5,cloth_category_5,cloth_subcategory_5,patron_5,sleeve_5,skirt_5,neckline_5,material_5,fit_5,isCold_5,isRainy_5,isWet_5,isTempered_5,isHot_5,nota_5,name_6,img_route_6,cloth_category_6,cloth_subcategory_6,patron_6,sleeve_6,skirt_6,neckline_6,material_6,fit_6,isCold_6,isRainy_6,isWet_6,isTempered_6,isHot_6,nota_6
599,Boxy Textured Top,Boxy_Textured_Top/img_00000043.jpg,1,7,6,3,3,1,3,1,0,0,0,1,1,4,West Coast Mesh Jersey,West_Coast_Mesh_Jersey/img_00000027.jpg,2,4,2,1,3,1,3,3,1,0,0,1,0,3,Corduroy Hooded Parka,Corduroy_Hooded_Parka/img_00000060.jpg,3,4,6,1,3,1,3,3,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Drawstring Denim Joggers,Drawstring_Denim_Joggers/img_00000010.jpg,6,10,6,3,3,4,3,3,1,1,0,1,0,5
600,Sheer Woven Blouse,Sheer_Woven_Blouse/img_00000032.jpg,1,1,6,1,3,2,2,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic Faded Denim Jacket,Classic_Faded_Denim_Jacket/img_00000003.jpg,3,3,6,1,3,1,1,3,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Woven Pleated Shorts,Woven_Pleated_Shorts/img_00000035.jpg,6,4,2,3,3,4,3,3,0,0,0,0,1,2
601,Abstract Geo Print Blouse,Abstract_Geo_Print_Blouse/img_00000022.jpg,1,1,2,3,3,2,3,3,0,0,0,0,1,1,Open-Front Linen Blazer,Open-Front_Linen_Blazer/img_00000055.jpg,2,1,6,1,3,4,4,3,0,0,0,1,0,2,Tribal Patterned Jacket,Tribal_Patterned_Jacket/img_00000020.jpg,3,3,2,1,3,1,3,3,1,0,0,1,1,2,Gorro Invierno,hats/hat6.jpg,4,5,0,0,0,0,6,1,1,1,0,0,0,4,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Mesh-Pocket Sweatshorts,Mesh-Pocket_Sweatshorts/img_00000046.jpg,6,7,6,3,3,4,3,3,0,0,1,0,1,3
603,Eagle Graphic Self-Tie Tank,Eagle_Graphic_Self-Tie_Tank/img_00000006.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro estilo safari,hats/hat3.jpg,4,3,6,0,0,0,0,2,0,0,0,0,1,2,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Contrast-Paneled Sweatpants,Contrast-Paneled_Sweatpants/img_00000001.jpg,6,6,3,3,3,4,3,1,1,0,1,1,0,4
604,Classic Racerback Tank,Classic_Racerback_Tank/img_00000016.jpg,1,5,6,2,3,4,3,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Crepe Midi Skirt,Crepe_Midi_Skirt/img_00000067.jpg,6,2,6,3,3,4,3,3,0,0,0,1,1,5
605,Striped Linen Ringer Tee,Striped_Linen_Ringer_Tee/img_00000009.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,3,Textured Boyfriend Blazer,Textured_Boyfriend_Blazer/img_00000040.jpg,2,1,6,1,3,2,3,3,1,0,0,1,0,4,Distressed Denim Jacket,Distressed_Denim_Jacket/img_00000013.jpg,3,3,6,1,3,1,1,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,High-Waist Denim Shorts,High-Waist_Denim_Shorts/img_00000009.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,4
606,Striped Ringer Pocket Tee,Striped_Ringer_Pocket_Tee/img_00000031.jpg,1,6,6,3,3,4,3,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Floral-Embroidered Shorts,Floral-Embroidered_Shorts/img_00000009.jpg,6,4,4,3,3,4,3,3,0,0,1,1,1,5
608,Boxy Texture-Striped Tee,Boxy_Texture-Striped_Tee/img_00000043.jpg,1,6,3,2,3,1,3,3,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro para el sol,hats/new_hat1.jpg,4,1,6,0,0,0,6,2,0,0,0,1,1,3,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Lace Pencil Skirt,Lace_Pencil_Skirt/img_00000074.jpg,6,2,4,3,3,4,3,3,0,0,1,1,1,1
609,Wild At Heart Tee,Wild_At_Heart_Tee/img_00000009.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,3,Classic Knit Sweater,Classic_Knit_Sweater/img_00000017.jpg,2,5,6,1,3,1,6,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Heathered Scuba Knit Shorts,Heathered_Scuba_Knit_Shorts/img_00000020.jpg,6,4,6,3,3,4,3,1,0,0,0,1,1,3
610,Michael Jackson Baseball Tee,Michael_Jackson_Baseball_Tee/img_00000038.jpg,1,6,6,1,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faux Fur Hood Parka,Faux_Fur_Hood_Parka/img_00000041.jpg,3,4,6,1,3,2,3,3,1,1,0,0,0,4,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Heathered Mesh-Paneled Leggings,Heathered_Mesh-Paneled_Leggings/img_00000007.jpg,6,3,6,3,3,4,3,1,1,0,0,1,0,3
611,Definition of Love Tee,Definition_of_Love_Tee/img_00000026.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Longline Satin Jacket,Longline_Satin_Jacket/img_00000008.jpg,3,3,6,1,3,2,3,3,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Textured Midi Skirt,Textured_Midi_Skirt/img_00000058.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,3
612,Floral Lace Tank,Floral_Lace_Tank/img_00000010.jpg,1,5,4,3,3,4,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collarless Faux Fur Jacket,Collarless_Faux_Fur_Jacket/img_00000062.jpg,3,3,6,1,3,1,5,3,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Striped Box-Pleated Skirt,Striped_Box-Pleated_Skirt/img_00000014.jpg,6,2,3,3,3,4,3,3,0,0,0,0,1,3
613,Boxy Crepe Top,Boxy_Crepe_Top/img_00000051.jpg,1,7,1,3,3,1,2,3,0,0,0,0,1,3,Colorblocked Cable Knit Sweater,Colorblocked_Cable_Knit_Sweater/img_00000058.jpg,2,5,6,1,3,1,3,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat2.jpg,4,2,6,0,0,0,0,2,0,0,0,1,1,3,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Scallop Lace Pencil Skirt,Scallop_Lace_Pencil_Skirt/img_00000045.jpg,6,2,6,3,3,4,3,1,0,0,0,1,1,3
614,V-Back Tank,V-Back_Tank/img_00000049.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pin Dot Suit Jacket,Pin_Dot_Suit_Jacket/img_00000042.jpg,3,3,6,1,3,2,3,3,1,0,1,1,0,4,Gorro Invierno,hats/hat6.jpg,4,5,0,0,0,0,6,1,1,1,0,0,0,4,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Slit Midi Skirt,Slit_Midi_Skirt/img_00000019.jpg,6,2,6,3,3,4,3,1,0,0,0,1,1,3
615,Mesh-Trimmed Bib Blouse,Mesh-Trimmed_Bib_Blouse/img_00000067.jpg,1,1,6,1,3,2,3,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dallas Denim Jacket,Dallas_Denim_Jacket/img_00000004.jpg,3,3,6,1,3,1,1,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Palm Tree Print Shorts,Palm_Tree_Print_Shorts/img_00000050.jpg,6,4,1,3,3,4,3,3,0,0,0,0,1,3
616,Pleated Chiffon Blouse,Pleated_Chiffon_Blouse/img_00000142.jpg,1,1,6,1,3,1,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Palm Leaf Print Sweatpants,Palm_Leaf_Print_Sweatpants/img_00000014.jpg,6,6,1,3,3,4,3,3,0,0,0,1,0,5
617,Elephant Print Tee,Elephant_Print_Tee/img_00000036.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Zippered Satin-Trimmed Sweatpants,Zippered_Satin-Trimmed_Sweatpants/img_00000001.jpg,6,6,6,3,3,4,3,3,0,0,0,1,1,2
618,Crepe Henley Blouse,Crepe_Henley_Blouse/img_00000035.jpg,1,1,6,1,3,2,3,3,0,0,0,1,0,3,Slouchy Marled Sweater,Slouchy_Marled_Sweater/img_00000012.jpg,2,5,1,1,3,1,6,3,1,0,0,1,0,4,High-Neck Drawstring Dolman Jacket,High-Neck_Drawstring_Dolman_Jacket/img_00000003.jpg,3,3,6,1,3,2,3,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Flat-Front Woven Shorts,Flat-Front_Woven_Shorts/img_00000008.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,2
619,Tribal Print Tulip-Back Tank,Tribal_Print_Tulip-Back_Tank/img_00000010.jpg,1,5,2,3,3,4,3,3,0,0,1,0,0,2,Paris France Sleeveless Hoodie,Paris_France_Sleeveless_Hoodie/img_00000031.jpg,2,3,2,3,3,1,3,3,0,0,1,0,0,1,Zip Collar Bomber,Zip_Collar_Bomber/img_00000071.jpg,3,2,6,1,3,2,5,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Faux Leather Fringe Skirt,Faux_Leather_Fringe_Skirt/img_00000056.jpg,6,2,6,3,3,4,4,1,0,0,0,0,1,1
620,Floral Stripe Print Tank,Floral_Stripe_Print_Tank/img_00000002.jpg,1,5,1,3,3,4,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beany,hats/hat11.jpg,4,9,6,0,0,0,6,1,1,1,0,0,0,4,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Marled Knit Sweatpants,Marled_Knit_Sweatpants/img_00000001.jpg,6,6,1,3,3,4,6,3,1,0,1,1,0,2
621,Pineapple Print Tank,Pineapple_Print_Tank/img_00000001.jpg,1,5,2,3,3,1,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro Invierno,hats/hat6.jpg,4,5,0,0,0,0,6,1,1,1,0,0,0,4,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Faux Leather Grid Shorts,Faux_Leather_Grid_Shorts/img_00000047.jpg,6,4,6,3,3,4,4,3,0,0,0,0,1,2
622,Miami Heat Baseball Tee,Miami_Heat_Baseball_Tee/img_00000027.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High-Collar Faux Fur Jacket,High-Collar_Faux_Fur_Jacket/img_00000055.jpg,3,3,6,1,3,2,4,3,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Ditsy Floral Skater Skirt,Ditsy_Floral_Skater_Skirt/img_00000021.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,4
623,Basic Tank,Basic_Tank/img_00000056.jpg,1,5,6,3,3,1,3,1,0,0,0,0,1,5,Textured Knit Dolman Cardigan,Textured_Knit_Dolman_Cardigan/img_00000034.jpg,2,2,4,1,3,1,6,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,High-Rise Skinny Jeans,High-Rise_Skinny_Jeans/img_00000045.jpg,6,8,6,3,3,4,1,1,1,0,1,1,1,4
625,Get Cray Muscle Tee,Get_Cray_Muscle_Tee/img_00000029.jpg,1,6,2,3,3,4,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hooded Cotton Canvas Anorak,Hooded_Cotton_Canvas_Anorak/img_00000085.jpg,3,1,6,1,3,1,3,3,1,1,1,0,0,2,Beany,hats/hat11.jpg,4,9,6,0,0,0,6,1,1,1,0,0,0,4,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Button-Front Mini Skirt,Button-Front_Mini_Skirt/img_00000014.jpg,6,2,6,2,3,4,3,3,1,0,0,0,0,2
626,Abstract Grid Print Top,Abstract_Grid_Print_Top/img_00000019.jpg,1,7,7,3,3,1,3,3,0,0,0,1,1,2,Tulip Front Blazer,Tulip_Front_Blazer/img_00000063.jpg,2,1,6,1,3,2,3,3,0,0,1,1,0,3,Faux Fur Hood Parka,Faux_Fur_Hood_Parka/img_00000093.jpg,3,4,6,1,3,2,3,3,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Rose Print Leggings,Rose_Print_Leggings/img_00000046.jpg,6,3,1,3,3,4,3,1,1,1,1,1,1,1
627,Amour Peplum Top,Amour_Peplum_Top/img_00000049.jpg,1,7,6,2,3,1,2,3,0,0,0,1,1,3,Dip-Dyed Knotted Sweater,Dip-Dyed_Knotted_Sweater/img_00000014.jpg,2,5,6,1,3,1,6,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beany,hats/hat11.jpg,4,9,6,0,0,0,6,1,1,1,0,0,0,4,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Striped Tribal Print Leggings,Striped_Tribal_Print_Leggings/img_00000017.jpg,6,3,3,3,3,4,3,1,1,1,0,1,1,2
628,Je Suis Linen Tank,Je_Suis_Linen_Tank/img_00000032.jpg,1,5,6,1,3,1,1,3,0,0,0,0,1,1,Textured Woven Blazer,Textured_Woven_Blazer/img_00000072.jpg,2,1,6,1,3,1,3,3,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Eyelash Lace Skirt,Eyelash_Lace_Skirt/img_00000045.jpg,6,2,6,3,3,4,4,1,0,0,0,1,1,4
629,Well-Traveled Muscle Tee,Well-Traveled_Muscle_Tee/img_00000042.jpg,1,6,1,3,3,1,3,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Longline Button-Front Skirt,Longline_Button-Front_Skirt/img_00000030.jpg,6,2,6,3,3,4,1,1,0,0,0,1,0,3
630,Coca-Cola Muscle Tee,Coca-Cola_Muscle_Tee/img_00000071.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,4,Heathered Zip-Up Hoodie,Heathered_Zip-Up_Hoodie/img_00000048.jpg,2,3,6,1,3,1,3,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Distressed Mid-Rise Boyfriend Jeans,Distressed_Mid-Rise_Boyfriend_Jeans/img_00000024.jpg,6,8,6,3,3,4,1,3,1,1,1,1,1,5
631,Transformers Muscle Tee,Transformers_Muscle_Tee/img_00000003.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faux Suede Fringe Jacket,Faux_Suede_Fringe_Jacket/img_00000040.jpg,3,3,6,3,3,4,4,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Tropical Floral Leggings,Tropical_Floral_Leggings/img_00000031.jpg,6,3,1,3,3,4,3,2,0,0,0,1,1,3
632,In Love Tank,In_Love_Tank/img_00000049.jpg,1,5,2,3,3,1,3,3,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collarless Sequined Jacket,Collarless_Sequined_Jacket/img_00000042.jpg,3,3,6,1,3,2,4,3,1,1,1,0,0,1,Gorro Invierno,hats/hat6.jpg,4,5,0,0,0,0,6,1,1,1,0,0,0,4,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Distressed Denim Cutoffs,Distressed_Denim_Cutoffs/img_00000052.jpg,6,1,6,3,3,4,1,3,0,0,0,0,1,1
633,Must-Have Sheer Tee,Must-Have_Sheer_Tee/img_00000042.jpg,1,6,6,3,1,4,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Floral Lace Pencil Skirt,Floral_Lace_Pencil_Skirt/img_00000027.jpg,6,2,4,3,3,4,6,1,0,0,0,1,0,4
634,Abstract Print Peasant Top,Abstract_Print_Peasant_Top/img_00000020.jpg,1,7,1,2,3,1,2,3,0,0,0,1,1,4,Southwestern Pattern Sweater,Southwestern_Pattern_Sweater/img_00000024.jpg,2,5,2,1,3,4,3,3,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Buttoned Knee-Length Skirt,Buttoned_Knee-Length_Skirt/img_00000038.jpg,6,2,6,3,3,4,3,3,0,0,1,1,0,2
635,Prairie-Embroidered Peplum Blouse,Prairie-Embroidered_Peplum_Blouse/img_00000040.jpg,1,1,1,2,3,1,3,3,0,0,0,1,1,4,Heathered Open-Front Cardigan,Heathered_Open-Front_Cardigan/img_00000035.jpg,2,2,6,1,3,2,3,3,1,0,1,0,0,2,Open-Front Collared Jacket,Open-Front_Collared_Jacket/img_00000033.jpg,3,3,6,1,3,2,3,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Neon Dreams Bandage Skirt,Neon_Dreams_Bandage_Skirt/img_00000013.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,1
636,Ruched Heathered Muscle Tee,Ruched_Heathered_Muscle_Tee/img_00000004.jpg,1,6,5,3,3,2,3,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drape-Front Shawl Collar Jacket,Drape-Front_Shawl_Collar_Jacket/img_00000030.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,4,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Textured Floral Skater Skirt,Textured_Floral_Skater_Skirt/img_00000029.jpg,6,2,6,3,3,4,3,3,0,0,0,1,1,3
637,Classic Thermal Top,Classic_Thermal_Top/img_00000022.jpg,1,7,6,1,3,4,6,3,1,0,0,0,0,5,French Terry Hoodie,French_Terry_Hoodie/img_00000061.jpg,2,3,2,1,3,1,3,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Paneled Drawstring Chinos,Paneled_Drawstring_Chinos/img_00000022.jpg,6,5,6,3,3,4,3,3,1,0,0,1,0,3
638,Eyelash Lace Trim Blouse,Eyelash_Lace_Trim_Blouse/img_00000033.jpg,1,1,6,2,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Geo Moment High-Waisted Shorts,Geo_Moment_High-Waisted_Shorts/img_00000033.jpg,6,4,6,3,3,4,2,3,0,0,0,1,1,3
639,Floral Print Tee,Floral_Print_Tee/img_00000018.jpg,1,6,1,2,3,1,3,3,0,0,0,0,1,5,Good Vibes Maxi Cardigan,Good_Vibes_Maxi_Cardigan/img_00000020.jpg,2,2,2,3,3,4,3,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Velveteen Paisley Skinny Jeans,Velveteen_Paisley_Skinny_Jeans/img_00000034.jpg,6,8,1,3,3,4,3,3,1,1,1,1,1,4
640,Boxy Embroidered Top,Boxy_Embroidered_Top/img_00000041.jpg,1,7,2,2,3,1,2,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Soft Knit Leggings,Soft_Knit_Leggings/img_00000009.jpg,6,3,6,3,3,4,3,1,1,0,0,1,0,4
641,Miami Heat Graphic Tee,Miami_Heat_Graphic_Tee/img_00000032.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,1,Knit Open-Front Blazer,Knit_Open-Front_Blazer/img_00000022.jpg,2,1,6,1,3,2,6,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Faux Leather-Paneled Sweatpants,Faux_Leather-Paneled_Sweatpants/img_00000008.jpg,6,6,6,3,3,4,3,2,1,0,0,0,0,3
642,Draped V-Neck Speckled Tee,Draped_V-Neck_Speckled_Tee/img_00000016.jpg,1,6,6,2,3,4,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Knife-Pleated Denim Shorts,Knife-Pleated_Denim_Shorts/img_00000033.jpg,6,4,6,3,3,4,1,1,1,0,0,1,0,4
