name,img_route,cloth_category,cloth_subcategory,patron,sleeve,skirt,neckline,material,fit,isCold,isRainy,isWet,isTempered,isHot,nota
12350,Ditsy Floral Print Blouse,Ditsy_Floral_Print_Blouse/img_00000080.jpg,1,1,1,2,3,2,2,3,0,0,0,1,1,5
12352,Dot-Pocket Paneled Sweatpants,Dot-Pocket_Paneled_Sweatpants/img_00000020.jpg,6,6,6,3,3,4,3,3,1,0,1,1,0,1
12373,Woven Cargo Joggers,Woven_Cargo_Joggers/img_00000030.jpg,6,10,6,3,3,4,1,3,0,0,1,1,1,5
12377,Abstract Dotted Blouse,Abstract_Dotted_Blouse/img_00000026.jpg,1,1,1,1,3,2,3,3,0,0,0,1,1,2
12382,Buttoned Pocket Blouse,Buttoned_Pocket_Blouse/img_00000100.jpg,1,1,6,2,3,2,1,3,1,0,0,1,0,4
12385,Twisted Racerback Tank,Twisted_Racerback_Tank/img_00000009.jpg,1,5,6,3,3,1,3,3,0,0,0,1,1,4
12399,Open-Back Blouse,Open-Back_Blouse/img_00000007.jpg,1,1,6,1,3,4,3,3,0,0,0,1,1,1
12433,Coated Clean Wash - Skinny Jeans,Coated_Clean_Wash_-_Skinny_Jeans/img_00000021.jpg,6,8,6,3,3,4,1,3,1,1,1,1,1,3
12436,Paneled Grid Print Shorts,Paneled_Grid_Print_Shorts/img_00000007.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,4
12439,Classic Knit Sweater,Classic_Knit_Sweater/img_00000041.jpg,2,5,6,1,3,1,6,3,1,0,1,0,0,5
12450,Leopard Print Longline Cardigan,Leopard_Print_Longline_Cardigan/img_00000029.jpg,2,2,2,1,3,2,4,3,1,0,0,0,0,1
12454,Knit Bandage Skirt,Knit_Bandage_Skirt/img_00000016.jpg,6,2,6,3,3,4,3,1,0,0,0,0,1,1
12470,Faux Leather-Paneled Denim Jacket,Faux_Leather-Paneled_Denim_Jacket/img_00000033.jpg,3,3,6,1,3,2,5,3,1,0,0,0,0,2
12475,Split-Back Pleated Blouse,Split-Back_Pleated_Blouse/img_00000099.jpg,1,1,6,1,3,1,3,3,0,0,0,1,1,4
12486,Ruffled Tie-Neck Blouse,Ruffled_Tie-Neck_Blouse/img_00000027.jpg,1,1,6,1,3,2,3,3,0,0,0,1,0,3
12487,Classic Woven Top,Classic_Woven_Top/img_00000017.jpg,1,7,2,1,3,2,3,3,0,0,0,1,0,5
12510,Clean Wash Slim-Leg Jeans,Clean_Wash_Slim-Leg_Jeans/img_00000012.jpg,6,8,6,3,3,4,1,3,1,1,1,1,1,5
12516,Loop Knit Open-Front Cardigan,Loop_Knit_Open-Front_Cardigan/img_00000020.jpg,2,2,6,1,3,2,5,3,1,1,1,0,0,1
12518,Striped Eyelash-Knit Sweater,Striped_Eyelash-Knit_Sweater/img_00000023.jpg,2,5,3,1,3,4,6,3,0,0,0,1,0,4
12523,Low-Rise Denim Cutoffs,Low-Rise_Denim_Cutoffs/img_00000016.jpg,6,1,6,3,3,4,1,3,1,0,1,1,0,1
12529,Abstract Print Zipper Blouse,Abstract_Print_Zipper_Blouse/img_00000056.jpg,1,1,1,2,3,1,3,3,0,0,0,1,1,3
12535,Embroidered Bead Keyhole Blouse,Embroidered_Bead_Keyhole_Blouse/img_00000009.jpg,1,1,4,3,3,2,3,3,0,0,0,1,1,3
12538,Buttoned High-Waisted Skinny Jeans,Buttoned_High-Waisted_Skinny_Jeans/img_00000082.jpg,6,8,6,3,3,4,1,1,1,1,1,1,1,4
12556,Contrast-Trimmed Peasant Blouse,Contrast-Trimmed_Peasant_Blouse/img_00000035.jpg,1,1,6,2,3,1,3,3,0,0,0,1,1,4
12558,LEEF PARIS Lightning Graphic Drawstring Shorts,LEEF_PARIS_Lightning_Graphic_Drawstring_Shorts/img_00000017.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
12560,Angel-Sleeved Top,Angel-Sleeved_Top/img_00000065.jpg,1,7,6,2,3,1,2,2,0,0,0,1,0,1
12573,Civil Regime Varsity Striped Mesh Top,Civil_Regime_Varsity_Striped_Mesh_Top/img_00000006.jpg,1,7,2,2,3,1,3,3,0,0,0,1,1,1
12580,Drapey Trench Jacket,Drapey_Trench_Jacket/img_00000072.jpg,3,3,6,1,3,2,3,3,0,0,0,1,1,1
12601,Classic Faded Jeggings,Classic_Faded_Jeggings/img_00000004.jpg,6,9,6,3,3,4,1,1,1,0,0,0,0,3
12610,Bleached Skinny Jeans,Bleached_Skinny_Jeans/img_00000045.jpg,6,8,1,3,3,4,1,3,0,0,0,1,0,3
12612,Beaded Chiffon Blouse,Beaded_Chiffon_Blouse/img_00000089.jpg,1,1,6,2,3,2,2,3,0,0,1,0,0,1
12616,Faux Leather Cutout Jacket,Faux_Leather_Cutout_Jacket/img_00000026.jpg,3,3,6,2,3,1,4,3,0,0,0,1,1,1
12617,Stretch Fit Classic Skinny Jeans,Stretch_Fit_Classic_Skinny_Jeans/img_00000029.jpg,6,8,6,3,3,4,1,3,1,1,0,1,1,4
12620,Faux Suede Fringe Jacket,Faux_Suede_Fringe_Jacket/img_00000028.jpg,3,3,6,1,3,1,4,3,1,0,0,1,0,4
12622,Whiskered Skinny Jeans,Whiskered_Skinny_Jeans/img_00000049.jpg,6,8,6,3,3,4,1,3,0,1,1,1,1,5
12639,Bonjour Au Revoir Tee,Bonjour_Au_Revoir_Tee/img_00000031.jpg,1,6,6,1,3,4,6,3,0,0,0,1,0,4
12644,Floral Stripe Print Tank,Floral_Stripe_Print_Tank/img_00000002.jpg,1,5,1,3,3,4,3,3,0,0,0,1,1,4
12648,Boxy Buttoned Blazer,Boxy_Buttoned_Blazer/img_00000059.jpg,2,1,6,1,3,4,3,2,1,0,0,1,0,2
12656,Longline Slit Blazer,Longline_Slit_Blazer/img_00000051.jpg,2,1,6,2,3,1,3,3,1,0,0,1,1,2
12658,Hooded Varsity Stripe Jacket,Hooded_Varsity_Stripe_Jacket/img_00000032.jpg,3,3,6,1,3,1,3,3,1,1,1,0,0,2
12663,Clean Wash Jeggings,Clean_Wash_Jeggings/img_00000045.jpg,6,9,6,3,3,4,1,1,1,1,1,1,1,5
12680,High-Rise Mom Jeans,High-Rise_Mom_Jeans/img_00000008.jpg,6,8,6,3,3,4,1,3,0,0,0,1,0,4
12695,Scuba Knit Peplum Jacket,Scuba_Knit_Peplum_Jacket/img_00000003.jpg,3,3,6,1,3,2,3,3,1,1,1,1,0,5
12718,Ruffled Floral Chiffon Blouse,Ruffled_Floral_Chiffon_Blouse/img_00000074.jpg,1,1,1,3,3,4,3,3,0,0,0,1,1,4
12728,Champagne Slub Knit Top,Champagne_Slub_Knit_Top/img_00000033.jpg,1,7,5,3,3,4,2,2,0,0,0,1,1,4
12735,Mineral Wash Utility Jacket,Mineral_Wash_Utility_Jacket/img_00000015.jpg,3,3,6,3,3,2,3,3,0,0,0,1,1,3
12748,Reason Woke Up Like This Tee,Reason_Woke_Up_Like_This_Tee/img_00000018.jpg,1,6,6,1,3,2,3,3,0,0,1,1,0,1
12753,Mineral Wash Pencil Skirt,Mineral_Wash_Pencil_Skirt/img_00000047.jpg,6,2,6,3,3,4,1,1,0,0,0,1,1,2
12765,Cuffed Denim Cutoffs,Cuffed_Denim_Cutoffs/img_00000038.jpg,6,1,6,3,3,4,1,3,0,0,0,1,1,4
12797,Reversed French Terry Sweatpants,Reversed_French_Terry_Sweatpants/img_00000018.jpg,6,6,6,3,3,4,3,3,0,0,1,1,0,1
12800,Linen Crew Neck Tee,Linen_Crew_Neck_Tee/img_00000039.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,5
12802,Ruched-Sleeve Blazer,Ruched-Sleeve_Blazer/img_00000056.jpg,2,1,6,1,3,2,3,1,0,0,0,1,0,3
12803,Be Cool Crop Top,Be_Cool_Crop_Top/img_00000058.jpg,1,7,6,1,3,1,6,1,0,0,0,1,0,4
12817,Boxy Striped Crop Top,Boxy_Striped_Crop_Top/img_00000011.jpg,1,7,3,1,3,1,3,3,1,0,0,1,1,1
12818,Classic Woven Blazer,Classic_Woven_Blazer/img_00000067.jpg,2,1,6,1,3,2,3,3,0,0,1,1,0,5
12832,Low-Rise Skinny Jeans,Low-Rise_Skinny_Jeans/img_00000048.jpg,6,8,6,3,3,4,1,1,1,1,0,1,1,3
12836,Varsity-Striped Baseball Jacket,Varsity-Striped_Baseball_Jacket/img_00000043.jpg,3,3,2,1,3,1,3,3,1,0,0,0,0,1
12839,Boyfriend Graphic Tee,Boyfriend_Graphic_Tee/img_00000046.jpg,1,6,2,2,3,1,3,3,0,0,0,1,0,5
12845,Faux Leather Varsity Jacket,Faux_Leather_Varsity_Jacket/img_00000061.jpg,3,3,6,1,3,1,3,3,0,0,1,1,0,5
12866,Slouchy Twill Utility Jacket,Slouchy_Twill_Utility_Jacket/img_00000042.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,4
12872,Bandana Print Sweatshorts,Bandana_Print_Sweatshorts/img_00000035.jpg,6,7,1,3,3,4,3,3,0,0,1,1,1,4
12878,Floral-Embroidered Mesh Shorts,Floral-Embroidered_Mesh_Shorts/img_00000016.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
12880,Striped Medallion Tasseled Shorts,Striped_Medallion_Tasseled_Shorts/img_00000016.jpg,6,4,1,3,3,4,3,1,0,0,0,0,1,1
12886,Heathered Mesh-Paneled Leggings,Heathered_Mesh-Paneled_Leggings/img_00000007.jpg,6,3,6,3,3,4,3,1,1,0,0,1,0,3
12887,Classic V-Neck Tee,Classic_V-Neck_Tee/img_00000039.jpg,1,6,6,2,3,2,3,3,0,0,0,1,0,4
12889,Southwestern Pattern Longline Cardigan,Southwestern_Pattern_Longline_Cardigan/img_00000033.jpg,2,2,2,1,3,4,6,2,1,0,0,0,0,2
12902,Paisley Print Culottes,Paisley_Print_Culottes/img_00000001.jpg,6,12,1,3,3,4,3,3,0,0,0,1,1,5
12906,Unstructured Cargo Shorts,Unstructured_Cargo_Shorts/img_00000006.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,5
12910,Linen Colorblock Tee,Linen_Colorblock_Tee/img_00000035.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4
12923,Shirred Floral-Embroidered Blouse,Shirred_Floral-Embroidered_Blouse/img_00000120.jpg,1,1,6,1,3,1,2,3,0,0,0,1,1,3
12924,Lace Panel Pintucked Blouse,Lace_Panel_Pintucked_Blouse/img_00000054.jpg,1,1,6,1,3,1,3,3,1,1,1,1,1,3
12937,Classic Skinny Jeans,Classic_Skinny_Jeans/img_00000036.jpg,6,8,6,3,3,4,1,3,0,0,1,1,1,5
12952,Faux Fur Hood Parka,Faux_Fur_Hood_Parka/img_00000093.jpg,3,4,6,1,3,2,3,3,1,1,1,0,0,4
12957,Cowl Neck Sweater,Cowl_Neck_Sweater/img_00000022.jpg,2,5,6,1,3,1,5,2,1,0,1,0,0,5
12963,Abstract Chevron Print Culottes,Abstract_Chevron_Print_Culottes/img_00000011.jpg,6,12,1,3,3,4,3,3,0,0,0,1,1,4
12968,Classic Self-Tie Blouse,Classic_Self-Tie_Blouse/img_00000006.jpg,1,1,7,3,3,2,3,3,0,0,0,1,1,4
12981,Marled Varsity Stripe Sweatpants,Marled_Varsity_Stripe_Sweatpants/img_00000011.jpg,6,6,3,3,3,4,3,3,1,1,1,1,0,4
12985,Pleated A-Line Skirt,Pleated_A-Line_Skirt/img_00000029.jpg,6,2,5,3,3,4,3,3,0,0,0,0,1,2
12993,Zig Zag-Patterned Shorts,Zig_Zag-Patterned_Shorts/img_00000019.jpg,6,4,2,3,3,4,3,3,0,0,0,1,1,2
13002,Mineral Wash Cutoffs,Mineral_Wash_Cutoffs/img_00000011.jpg,6,1,6,3,3,4,1,3,0,0,0,1,1,5
13006,Heathered High-Waisted Shorts,Heathered_High-Waisted_Shorts/img_00000007.jpg,6,4,6,3,3,4,3,1,0,0,1,1,1,1
13017,Acid Wash Distressed Jeans,Acid_Wash_Distressed_Jeans/img_00000057.jpg,6,8,1,3,3,4,1,1,0,0,0,1,0,3
13032,Flutter-Hem Tee,Flutter-Hem_Tee/img_00000048.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,2
13036,Faux Fur Jacket,Faux_Fur_Jacket/img_00000061.jpg,3,3,1,3,3,2,5,3,1,1,0,0,0,3
13059,Distressed Muscle Tee,Distressed_Muscle_Tee/img_00000009.jpg,1,6,6,3,3,1,3,3,0,0,0,1,1,3
13062,Classic Mini Skirt,Classic_Mini_Skirt/img_00000047.jpg,6,2,6,3,2,4,3,3,0,0,0,0,1,2
13064,Striped Mandarin Collar Blouse,Striped_Mandarin_Collar_Blouse/img_00000064.jpg,1,1,3,1,3,2,3,3,1,1,0,0,0,1
13100,Cool Shirt Day Tee,Cool_Shirt_Day_Tee/img_00000037.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2
13117,Ribbed Shawl Cardigan,Ribbed_Shawl_Cardigan/img_00000072.jpg,2,2,6,1,3,2,3,3,1,1,0,1,0,4
13121,Hooded Bomber Jacket,Hooded_Bomber_Jacket/img_00000087.jpg,3,3,6,1,3,1,4,3,1,1,1,0,0,5
13128,Dot-Patterned Athletic Tank,Dot-Patterned_Athletic_Tank/img_00000004.jpg,1,5,4,3,3,1,2,3,0,0,0,0,1,5
13141,Clean Wash Jeggings,Clean_Wash_Jeggings/img_00000051.jpg,6,9,6,3,3,4,1,1,0,0,0,1,1,3
13142,Stitch Mineral Wash Tee,Stitch_Mineral_Wash_Tee/img_00000012.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,4
13153,Cuffed Low-Rise Denim Shorts,Cuffed_Low-Rise_Denim_Shorts/img_00000012.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
13163,Slub Knit Cardigan,Slub_Knit_Cardigan/img_00000027.jpg,2,2,3,1,3,1,6,3,1,0,0,0,0,2
13165,Belted Crop Top,Belted_Crop_Top/img_00000011.jpg,1,7,6,2,3,1,2,3,0,0,0,1,1,5
13173,Forever 21 All Day Muscle Tee,Forever_21_All_Day_Muscle_Tee/img_00000001.jpg,1,6,2,2,3,1,3,3,0,0,1,1,1,4
13174,Marled Knit Joggers,Marled_Knit_Joggers/img_00000032.jpg,6,10,6,3,3,4,3,3,0,0,0,0,1,4
13176,Zip Collar Bomber,Zip_Collar_Bomber/img_00000039.jpg,3,2,6,1,3,1,4,3,1,0,1,0,0,2
13183,Striped Colorblock Sweatpants,Striped_Colorblock_Sweatpants/img_00000012.jpg,6,6,6,3,3,4,3,3,1,0,1,1,0,3
13197,Colorblock-Striped Sweater,Colorblock-Striped_Sweater/img_00000024.jpg,2,5,3,1,3,1,3,3,1,0,0,1,0,3
13198,Rose Print Flutter Sleeve Blouse,Rose_Print_Flutter_Sleeve_Blouse/img_00000057.jpg,1,1,6,3,3,2,3,3,0,0,0,1,1,3
13199,Scalloped Lace Shorts,Scalloped_Lace_Shorts/img_00000028.jpg,6,4,4,3,3,4,6,1,0,0,0,1,1,4
13207,Woven Open-Front Blazer,Woven_Open-Front_Blazer/img_00000062.jpg,2,1,6,1,3,2,3,3,0,0,1,1,0,2
13220,Faux Fur Hood Parka,Faux_Fur_Hood_Parka/img_00000043.jpg,3,4,6,1,3,1,5,3,1,1,0,0,0,4
13222,Ribbed Open-Front Cardigan,Ribbed_Open-Front_Cardigan/img_00000020.jpg,2,2,6,1,3,2,6,3,0,0,1,1,0,4
13225,SpongeBob x Mina Kwon Graphic Tee,SpongeBob_x_Mina_Kwon_Graphic_Tee/img_00000036.jpg,1,6,2,1,3,1,3,3,1,0,0,1,0,3
13231,Knife-Pleated Denim Shorts,Knife-Pleated_Denim_Shorts/img_00000033.jpg,6,4,6,3,3,4,1,1,1,0,0,1,0,4
13249,Faux Leather-Trim Blouse,Faux_Leather-Trim_Blouse/img_00000079.jpg,1,1,6,3,3,1,2,3,0,0,0,1,1,4
13253,Faux Snakeskin-Trimmed Blazer,Faux_Snakeskin-Trimmed_Blazer/img_00000091.jpg,2,1,6,1,3,2,3,3,1,0,0,1,0,4
13256,Colorblocked Bomber Jacket,Colorblocked_Bomber_Jacket/img_00000077.jpg,3,3,2,1,3,1,3,3,1,1,0,0,0,1
13268,Baroque Print Shorts,Baroque_Print_Shorts/img_00000010.jpg,6,4,1,3,3,4,3,3,0,0,0,0,1,2
13272,Burnout Knit Shredded-Back Tee,Burnout_Knit_Shredded-Back_Tee/img_00000001.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,4
13292,Abstract-Watercolor Print Blouse,Abstract-Watercolor_Print_Blouse/img_00000030.jpg,1,1,1,3,3,1,3,2,0,0,0,0,1,2
13294,Longline Sleeveless Sweater,Longline_Sleeveless_Sweater/img_00000033.jpg,2,5,6,3,3,2,3,3,0,0,0,1,1,3
13295,Morning Allergy Graphic Tee,Morning_Allergy_Graphic_Tee/img_00000006.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
13309,Dropped-Collar Blazer,Dropped-Collar_Blazer/img_00000037.jpg,2,1,6,1,3,2,3,3,1,0,1,0,0,5
13344,Daisy Print Blouse,Daisy_Print_Blouse/img_00000016.jpg,1,1,1,2,3,1,3,3,0,0,0,1,1,2
13347,Elephant Printed Tank,Elephant_Printed_Tank/img_00000033.jpg,1,5,2,3,3,1,3,3,0,0,0,0,1,1
13348,Collarless Multi-Knit Jacket,Collarless_Multi-Knit_Jacket/img_00000023.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,4
13349,Neon Dreams Bandage Skirt,Neon_Dreams_Bandage_Skirt/img_00000013.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,1
13352,Side Vent Tank,Side_Vent_Tank/img_00000024.jpg,1,5,6,3,3,1,3,3,0,0,1,0,1,4
13355,Quilted Sweatpants,Quilted_Sweatpants/img_00000029.jpg,6,6,6,3,3,4,3,3,1,1,1,1,0,3
13364,Racerback Tank,Racerback_Tank/img_00000001.jpg,1,5,6,3,3,4,3,3,1,1,0,0,0,1
13366,Longline Crinkled Blouse,Longline_Crinkled_Blouse/img_00000011.jpg,1,1,6,1,3,1,3,3,1,0,0,0,0,1
13382,Striped Sateen Pencil Skirt,Striped_Sateen_Pencil_Skirt/img_00000052.jpg,6,2,6,3,3,4,3,3,0,0,0,1,0,3
13390,Open-Front Pointelle Cardigan,Open-Front_Pointelle_Cardigan/img_00000054.jpg,2,2,4,2,3,2,6,3,0,0,1,1,0,5
13392,Crisp Woven Suit Jacket,Crisp_Woven_Suit_Jacket/img_00000007.jpg,3,3,6,1,3,2,3,3,1,0,0,1,0,2
13402,Cowl Neck Tunic Sweater,Cowl_Neck_Tunic_Sweater/img_00000072.jpg,2,5,6,3,3,4,6,3,0,0,0,1,0,4
13407,Sheer Abstract Print Blouse,Sheer_Abstract_Print_Blouse/img_00000028.jpg,1,1,2,1,3,1,2,3,0,0,0,1,1,1
13409,Box Pleat Crop Top,Box_Pleat_Crop_Top/img_00000059.jpg,1,7,6,3,3,4,3,3,0,0,0,1,1,4
13425,Cinched Ankle Jeans,Cinched_Ankle_Jeans/img_00000023.jpg,6,8,6,3,3,4,1,3,1,1,0,1,1,3
13430,Cuffed Low-Rise Denim Shorts,Cuffed_Low-Rise_Denim_Shorts/img_00000031.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,2
13431,Fair Isle V-Neck Poncho,Fair_Isle_V-Neck_Poncho/img_00000049.jpg,3,6,2,1,3,1,6,3,1,1,0,1,0,3
13433,French Terry Shorts,French_Terry_Shorts/img_00000049.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
13438,Pintucked Mini Skirt,Pintucked_Mini_Skirt/img_00000019.jpg,6,2,6,3,3,4,3,3,0,0,0,1,1,2
13446,Cowl Neck Tunic Sweater,Cowl_Neck_Tunic_Sweater/img_00000067.jpg,2,5,6,1,3,1,6,3,1,0,0,0,0,2
13448,Tropical Print Mini Skirt,Tropical_Print_Mini_Skirt/img_00000034.jpg,6,2,1,3,3,4,3,3,0,0,0,0,1,2
13451,Cable Knit Fringe Cardigan,Cable_Knit_Fringe_Cardigan/img_00000042.jpg,2,2,3,1,3,4,3,2,1,0,0,1,0,3
13472,Collarless Faux Suede Jacket,Collarless_Faux_Suede_Jacket/img_00000005.jpg,3,3,6,1,3,1,4,3,1,1,1,1,0,5
13476,Structured Quilted Jacket,Structured_Quilted_Jacket/img_00000061.jpg,3,3,6,1,3,2,3,3,1,0,0,1,0,2
13482,Barbie Tank Top,Barbie_Tank_Top/img_00000032.jpg,1,7,2,3,3,1,3,3,0,0,0,1,1,1
13483,Crochet-Trimmed Batwing Cardigan,Crochet-Trimmed_Batwing_Cardigan/img_00000040.jpg,2,2,1,3,3,4,3,3,0,0,1,1,1,3
13484,Longline Rose Print Cardigan,Longline_Rose_Print_Cardigan/img_00000018.jpg,2,2,1,2,3,1,3,3,0,0,0,1,1,2
13493,Destroyed Denim Cutoffs,Destroyed_Denim_Cutoffs/img_00000015.jpg,6,1,6,3,3,4,1,1,0,0,0,0,1,3
13504,High Slit Midi Skirt,High_Slit_Midi_Skirt/img_00000010.jpg,6,2,6,3,3,4,3,3,0,0,0,1,1,3
13505,Varsity-Striped Pocket Tee,Varsity-Striped_Pocket_Tee/img_00000001.jpg,1,6,6,2,3,1,3,3,0,0,0,0,1,4
13506,Abstract Print French Terry Shorts,Abstract_Print_French_Terry_Shorts/img_00000023.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,5
13512,Crochet Drawstring Shorts,Crochet_Drawstring_Shorts/img_00000012.jpg,6,4,4,3,3,4,6,3,0,0,0,0,1,2
13537,Coca-Cola Muscle Tee,Coca-Cola_Muscle_Tee/img_00000071.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,4
13539,Collarless Longline Side-Slit Jacket,Collarless_Longline_Side-Slit_Jacket/img_00000017.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,3
13550,Good Girls Muscle Tee,Good_Girls_Muscle_Tee/img_00000048.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,4
13559,Quilted Puffer Jacket,Quilted_Puffer_Jacket/img_00000056.jpg,3,3,6,1,3,1,3,3,1,1,1,0,0,2
13572,Tie Dye Pencil Skirt,Tie_Dye_Pencil_Skirt/img_00000018.jpg,6,2,1,3,3,4,3,1,0,0,0,1,1,1
13584,Burnout Geo Pattern Top,Burnout_Geo_Pattern_Top/img_00000041.jpg,1,7,4,1,3,1,2,3,0,0,1,0,0,1
13586,Boxy Multi-Striped Tee,Boxy_Multi-Striped_Tee/img_00000006.jpg,1,6,3,2,3,1,3,3,0,0,1,1,1,5
13589,Collared Drawstring Jacket,Collared_Drawstring_Jacket/img_00000032.jpg,3,3,6,1,3,2,3,3,1,0,0,0,0,2
13594,Embroidered Lace-Paneled Longline Cardigan,Embroidered_Lace-Paneled_Longline_Cardigan/img_00000017.jpg,2,2,4,1,3,4,2,3,0,0,0,1,0,2
13604,Draped Surplice Blouse,Draped_Surplice_Blouse/img_00000018.jpg,1,1,2,1,3,2,2,3,0,0,0,1,1,3
13605,Classic Knit Sweater,Classic_Knit_Sweater/img_00000017.jpg,2,5,6,1,3,1,6,3,1,0,0,1,0,4
13615,Classic Woven Blazer,Classic_Woven_Blazer/img_00000062.jpg,2,1,6,1,3,2,3,3,1,0,0,0,0,1
13618,Cropped Faux Fur Jacket,Cropped_Faux_Fur_Jacket/img_00000053.jpg,3,3,6,1,3,1,5,3,1,1,1,0,0,1
13619,Trouser Shorts,Trouser_Shorts/img_00000077.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,2
13622,Striped Tribal Print Leggings,Striped_Tribal_Print_Leggings/img_00000017.jpg,6,3,3,3,3,4,3,1,1,1,0,1,1,2
13624,French Terry Drawstring Shorts,French_Terry_Drawstring_Shorts/img_00000013.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
13625,Abstract Brushstroke Sweater,Abstract_Brushstroke_Sweater/img_00000033.jpg,2,5,6,1,3,2,4,1,0,0,0,1,1,3
13662,Mixed Knit Sweater,Mixed_Knit_Sweater/img_00000038.jpg,2,5,1,1,3,2,6,3,0,0,1,1,0,4
13670,Notched Open-Front Textured Blazer,Notched_Open-Front_Textured_Blazer/img_00000057.jpg,2,1,6,1,3,2,3,3,1,0,0,1,0,2
13676,Cowl Neck Sweater,Cowl_Neck_Sweater/img_00000061.jpg,2,5,6,1,3,1,6,3,1,0,1,0,0,4
13702,Chiffon Suspender Midi Skirt,Chiffon_Suspender_Midi_Skirt/img_00000004.jpg,6,2,6,3,1,4,3,2,0,0,0,1,1,3
13720,Boxy Open Mesh Top,Boxy_Open_Mesh_Top/img_00000009.jpg,1,7,6,2,3,1,3,3,0,0,0,1,0,3
13727,I Glow Graphic Tank,I_Glow_Graphic_Tank/img_00000040.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,4
13732,Diamond-Knit Sweater,Diamond-Knit_Sweater/img_00000045.jpg,2,5,6,1,3,2,6,3,1,0,0,1,0,3
13733,Road Trip Ready Cardigan,Road_Trip_Ready_Cardigan/img_00000019.jpg,2,2,6,1,3,2,3,3,1,0,1,1,0,4
13742,Pintucked Rose Print Blouse,Pintucked_Rose_Print_Blouse/img_00000027.jpg,1,1,6,2,3,3,3,3,0,0,0,1,1,2
13754,Faux Leather Panel Hoodie,Faux_Leather_Panel_Hoodie/img_00000006.jpg,2,3,6,2,3,1,3,3,0,0,0,1,1,4
13767,Open-Knit Cropped Sweater,Open-Knit_Cropped_Sweater/img_00000005.jpg,2,5,6,1,3,1,6,3,0,0,0,1,1,4
13769,Clustered Floral Print Skater Skirt,Clustered_Floral_Print_Skater_Skirt/img_00000031.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,4
13791,Marled Knit Boxy Sweater,Marled_Knit_Boxy_Sweater/img_00000017.jpg,2,5,6,1,3,1,6,3,1,1,0,0,0,5
13792,Longline Faux Fur Jacket,Longline_Faux_Fur_Jacket/img_00000031.jpg,3,3,6,1,3,2,5,3,1,1,1,0,0,5
13798,Faded Distressed Jeans,Faded_Distressed_Jeans/img_00000043.jpg,6,8,6,3,3,4,1,3,0,0,0,1,1,4
13804,Bleached Denim Cutoffs,Bleached_Denim_Cutoffs/img_00000033.jpg,6,1,1,3,3,4,1,1,0,0,0,0,1,1
13806,Faux Leather Flared Skirt,Faux_Leather_Flared_Skirt/img_00000033.jpg,6,2,6,3,3,4,4,3,0,0,0,1,0,3
13816,Distressed Whisker Wash Jeans,Distressed_Whisker_Wash_Jeans/img_00000001.jpg,6,8,6,3,3,4,1,3,1,1,0,1,0,1
13821,Slub-Knit V-Back Tee,Slub-Knit_V-Back_Tee/img_00000004.jpg,1,6,1,1,3,2,3,2,0,0,0,1,1,4
13844,Abstract Varsity-Striped Top,Abstract_Varsity-Striped_Top/img_00000018.jpg,1,7,6,1,3,1,3,3,1,0,0,1,0,5
13847,Tiered Tie-Front Cardigan,Tiered_Tie-Front_Cardigan/img_00000034.jpg,2,2,6,1,3,1,6,3,0,0,0,1,0,3
13854,Life in Progress Denim Jacket,Life_in_Progress_Denim_Jacket/img_00000039.jpg,3,3,6,1,3,1,1,3,1,1,1,1,1,5
13855,Led Zeppelin Muscle Tee,Led_Zeppelin_Muscle_Tee/img_00000044.jpg,1,6,2,1,3,1,3,3,1,1,1,1,0,4
13864,Acid Wash Denim Joggers,Acid_Wash_Denim_Joggers/img_00000047.jpg,6,10,1,3,3,4,1,3,1,1,1,1,1,5
13875,Hooded Utility Jacket,Hooded_Utility_Jacket/img_00000011.jpg,3,3,6,1,3,2,5,3,1,1,0,0,0,4
13877,Double-Breasted Blazer,Double-Breasted_Blazer/img_00000014.jpg,2,1,7,1,3,2,3,1,1,1,1,0,0,1
